gene_name	gene_id	#TX	#CAP_exons	#CAP_bases	#GC_exons	#GC_bases	%bases_ovl	%UTR_bases_ovl	%exon_bases_ovl
KRT82	ENSG00000161850.2	1	9	1746	9	2664	0.5807057057057057	0.0071111111111111115	1.0
KRT75	ENSG00000170454.5	1	9	2592	9	2324	0.7568846815834768	0.15797317436661698	1.0
KRT6B	ENSG00000185479.5	1	9	2622	9	2282	0.7865907099035934	0.17457627118644067	1.0
KRT6C	ENSG00000170465.9	2	9	2622	8	2896	0.6222375690607734	0.17252931323283083	0.7390169638973467
KRT6A	ENSG00000205420.9	5	9	2662	7	2928	0.6116803278688525	0.1715210355987055	0.7294372294372294
KRT5	ENSG00000186081.10	11	10	2813	8	4292	0.3995806150978565	0.14051094890510948	0.4884230287859825
KRT71	ENSG00000139648.6	1	9	1773	9	2265	0.6962472406181015	0.011494252873563218	1.0
KRT74	ENSG00000170484.8	3	10	2678	10	2988	0.5967202141900937	0.08319870759289176	0.96
KRT72	ENSG00000170486.9	5	11	1705	9	2154	0.7460538532961931	0.33248730964467005	1.0
KRT73	ENSG00000186049.7	3	9	1764	8	2652	0.5671191553544495	0.012048192771084338	0.7525150905432596
KRT2	ENSG00000172867.3	2	8	2845	9	2522	0.8108643933386201	0.15843621399176955	0.9666011787819253
KRT1	ENSG00000167768.4	2	8	2851	9	2488	0.8340032154340836	0.20423892100192678	1.0
KRT77	ENSG00000189182.8	3	10	1699	9	3952	0.46558704453441296	0.15789473684210525	0.7344713134186819
KRT76	ENSG00000185069.2	1	9	2058	9	2529	0.7599841834717279	0.013008130081300813	1.0
KRT3	ENSG00000186442.7	1	9	2121	9	2319	0.8145752479517033	0.011494252873563218	1.0
KRT4	ENSG00000170477.11	5	9	2378	8	3312	0.6020531400966184	0.42421875	0.7140748031496063
KRT79	ENSG00000185640.5	3	9	1712	8	2542	0.6309992132179386	0.28940217391304346	0.9174674957603166
KRT78	ENSG00000170423.11	5	10	1919	10	3260	0.5021472392638037	0.0625	0.8862068965517241
KRT8	ENSG00000170421.10	18	11	2752	9	5011	0.44841349032129313	0.5764304013663536	0.37
KRT18	ENSG00000111057.9	7	6	1415	3	3218	0.29770043505282784	0.1935881627620222	0.32729624838292365
EIF4B	ENSG00000063046.16	14	17	2582	17	6146	0.34786853237878296	0.07928286852589642	0.5332783278327833
TNS2	ENSG00000111077.16	20	29	5526	25	8093	0.5087112319288274	0.12301957129543337	0.5676638176638177
SPRYD3	ENSG00000167778.7	6	12	1738	11	3479	0.39149180799080197	0.028019925280199254	0.7031500266951415
IGFBP6	ENSG00000167779.6	4	5	856	6	1279	0.6247068021892104	0.04103671706263499	0.9558823529411765
SOAT2	ENSG00000167780.10	3	15	1919	14	2044	0.8091976516634051	0.2585551330798479	1.0
CSAD	ENSG00000139631.17	20	18	2093	18	4390	0.4699316628701595	0.21974965229485396	0.5918021680216802
ZNF740	ENSG00000139651.10	4	15	702	6	9063	0.08970539556438266	0.023377922240280034	0.5883458646616542
ITGB7	ENSG00000139626.14	14	15	2733	13	4481	0.5045748716804285	0.12075029308323564	0.6030871003307607
RARG	ENSG00000172819.15	18	9	1822	10	5127	0.2590208699044275	0.056137410976120655	0.43576642335766425
MFSD5	ENSG00000182544.8	5	2	1680	3	2581	0.6501356063541263	0.044802867383512544	0.9792654028436019
ESPL1	ENSG00000135476.10	9	30	6435	27	8890	0.6755905511811023	0.4090909090909091	0.6916746183206107
PFDN5	ENSG00000123349.12	20	7	111	1	3380	0.05621301775147929	0.4259012016021362	0.005917159763313609
C12orf10	ENSG00000139637.12	10	7	1058	6	2509	0.41689916301315266	0.5878594249201278	0.4423076923076923
AAAS	ENSG00000094914.11	20	15	3317	14	4138	0.4113098115031416	0.21804511278195488	0.43193367210484085
SP7	ENSG00000170374.5	4	2	1448	2	3414	0.38576449912126537	0.026462395543175487	1.0
SP1	ENSG00000185591.8	4	6	2537	6	8083	0.3055796115303724	0.020852727611245576	0.8694690265486725
AMHR2	ENSG00000135409.9	7	11	2872	7	3518	0.324332006822058	0.9556962025316456	0.35216819973718794
PRR13	ENSG00000205352.9	13	4	641	3	2897	0.2350707628581291	0.13807890222984562	0.30040439052570767
PCBP2	ENSG00000197111.14	26	16	2215	12	7926	0.21751198586929094	0.022534464475079532	0.3945594607607126
MAP3K12	ENSG00000139625.11	11	13	2077	7	7971	0.12959478108142014	0.3693952033368092	0.19941814334832056
TARBP2	ENSG00000139546.9	20	9	772	4	4090	0.23080684596577017	0.20050761421319796	0.3677455357142857
RP11-793H13.10	ENSG00000267281.2	2	13	1886	12	2690	0.5576208178438662	0.4954545454545455	0.5638427239562221
NPFF	ENSG00000139574.8	1	3	357	3	592	0.5861486486486487	0.03162055335968379	1.0
ATF7	ENSG00000170653.17	12	11	1749	15	7980	0.19974937343358395	0.01348122866894198	0.714622641509434
ATP5G2	ENSG00000135390.16	9	7	817	6	3991	0.15735404660486094	0.14066339066339067	0.333869670152856
CALCOCO1	ENSG00000012822.14	22	17	2204	11	8898	0.20521465497864688	0.0376041868579182	0.5344827586206896
HOXC13	ENSG00000123364.4	1	2	1014	2	2423	0.4164259182831201	0.013258897418004187	1.0
HOXC12	ENSG00000123407.3	1	2	859	2	3335	0.256071964017991	0.0032141422257934912	1.0
HOXC11	ENSG00000123388.4	2	2	1143	2	3265	0.34915773353751917	0.09535972754363559	1.0
HOXC10	ENSG00000180818.4	5	2	1039	5	2331	0.4435864435864436	0.11290322580645161	0.655893536121673
RP11-834C11.12	ENSG00000273049.1	1	2	976	2	777	0.4929214929214929	0.012531328320802004	1.0
HOXC6	ENSG00000197757.7	4	2	740	2	3540	0.20847457627118643	0.06662225183211193	1.0
HOXC9	ENSG00000180806.4	3	2	803	3	1679	0.4752829064919595	0.023166023166023165	0.8647450110864745
HOXC8	ENSG00000037965.5	1	2	739	2	1889	0.3885653785071466	0.006878761822871883	1.0
HOXC4	ENSG00000198353.7	3	2	805	5	2725	0.29357798165137616	0.005423728813559322	0.6336
HOXC5	ENSG00000172789.3	1	2	679	2	1805	0.3734072022160665	0.007023705004389816	1.0
SMUG1	ENSG00000123415.13	22	4	101	5	4981	0.039550291106203575	0.041676942046855736	0.05474452554744526
CBX5	ENSG00000094916.12	6	4	640	6	15040	0.039361702127659576	0.0006874624043997594	0.17161328239788423
HNRNPA1	ENSG00000135486.16	14	12	1474	10	5093	0.23404673080698998	0.023579545454545454	0.7050222504767959
NFE2	ENSG00000123405.12	5	2	1132	2	2469	0.45646010530579184	0.005925925925925926	1.0
COPZ1	ENSG00000111481.8	18	11	1034	9	3901	0.19789797487823635	0.062111801242236024	0.5171821305841925
GPR84	ENSG00000139572.3	2	1	1196	1	2043	0.5854136074400391	0.00935672514619883	1.0
ZNF385A	ENSG00000161642.16	15	9	1347	9	3179	0.4589493551431268	0.2132701421800948	0.7370892018779343
ITGA5	ENSG00000161638.9	13	30	3943	24	7577	0.3116008974528177	0.06245181187355436	0.3630573248407643
GTSF1	ENSG00000170627.8	10	8	782	9	2524	0.2745641838351823	0.07413127413127413	0.48576078112286414
NCKAP1L	ENSG00000123338.11	8	32	3946	30	10596	0.3271045677614194	0.02001725625539258	0.6977712976463237
PDE1B	ENSG00000123360.10	9	15	1776	13	7618	0.19663953793646627	0.057883369330453564	0.25784499054820414
PPP1R1A	ENSG00000135447.15	4	12	1239	8	3982	0.16901054746358612	0.050114942528735634	0.39623685666851133
LACRT	ENSG00000135413.7	4	5	630	5	882	0.5408163265306123	0.5052631578947369	0.5505780346820809
DCD	ENSG00000161634.10	3	7	646	6	876	0.6643835616438356	0.2416452442159383	1.0
MUCL1	ENSG00000172551.9	5	5	532	6	1250	0.3376	0.3389830508474576	0.34441087613293053
TESPA1	ENSG00000135426.13	15	11	2017	9	5025	0.3586069651741294	0.06188034188034188	0.7719047619047619
NEUROD4	ENSG00000123307.3	1	1	1001	1	3953	0.25322539843157094	0.002702702702702703	1.0
OR9K2	ENSG00000170605.5	1	1	1013	1	1122	0.9028520499108734	0.06837606837606838	1.0
OR10A7	ENSG00000179919.3	1	1	956	1	951	1.0	1.0	1.0
OR6C74	ENSG00000197706.3	1	1	944	1	1105	0.8542986425339366	0.047337278106508875	1.0
OR6C6	ENSG00000188324.3	1	1	950	1	945	1.0	1.0	1.0
OR6C1	ENSG00000205330.3	1	1	944	1	1064	0.8872180451127819	0.0625	1.0
OR6C3	ENSG00000205329.1	1	1	941	1	936	1.0	1.0	1.0
OR6C75	ENSG00000187857.3	1	1	955	1	939	1.0	1.0	1.0
OR6C65	ENSG00000205328.2	1	1	944	1	1076	0.8773234200743495	0.05714285714285714	1.0
OR6C76	ENSG00000185821.3	1	1	944	1	939	1.0	1.0	1.0
OR6C2	ENSG00000179695.1	1	1	944	1	939	1.0	1.0	1.0
OR6C70	ENSG00000184954.4	1	1	944	1	939	1.0	1.0	1.0
OR6C68	ENSG00000205327.3	1	1	959	1	939	1.0	1.0	1.0
OR6C4	ENSG00000179626.3	1	1	951	1	1046	0.9091778202676865	0.20168067226890757	1.0
OR2AP1	ENSG00000179615.1	1	1	932	1	930	1.0	1.0	1.0
OR10P1	ENSG00000175398.2	1	1	947	1	995	0.9517587939698492	0.14285714285714285	1.0
METTL7B	ENSG00000170439.6	2	2	744	2	1506	0.4907038512616202	0.00904392764857881	1.0
ITGA7	ENSG00000135424.14	20	27	6204	27	6374	0.6288045183558205	0.29651162790697677	0.7061895551257253
RP11-644F5.10	ENSG00000258311.4	4	6	565	3	3510	0.1891737891737892	0.09908198797087686	1.0
BLOC1S1	ENSG00000135441.6	6	4	565	3	1656	0.2602657004830918	0.10058737151248165	1.0
RDH5	ENSG00000135437.8	11	4	1370	4	2983	0.2980221253771371	0.6301564722617354	0.17535971223021582
CD63	ENSG00000135404.10	16	7	744	6	2633	0.29472085074060006	0.058755090168702735	0.7385120350109409
GDF11	ENSG00000135414.8	2	3	1239	3	8657	0.14196603904354857	0.0010758472296933835	1.0
SARNP	ENSG00000205323.7	6	11	1230	11	3396	0.24558303886925795	0.13762626262626262	0.2784178187403994
RP11-762I7.5	ENSG00000257390.4	5	19	3663	18	2534	0.7344119968429361	0.26650062266500624	1.0
ORMDL2	ENSG00000123353.8	5	4	529	3	2810	0.21209964412811388	0.0812780269058296	1.0
DNAJC14	ENSG00000135392.14	5	6	2139	6	4190	0.5045346062052506	0.003838771593090211	1.0
MMP19	ENSG00000123342.14	9	9	810	5	4672	0.2399400684931507	0.10209424083769633	0.6239870340356564
WIBG	ENSG00000170473.15	7	7	1048	6	2425	0.4416494845360825	0.2696871628910464	1.0
DGKA	ENSG00000065357.18	49	27	3024	13	10215	0.11218795888399413	0.1448339483394834	0.14060529634300126
PMEL	ENSG00000185664.13	19	12	2449	12	3901	0.5619072032812099	0.08964143426294821	0.7255781843286158
CDK2	ENSG00000123374.9	12	8	1091	6	3894	0.2231638418079096	0.16050854191497815	0.48002904865649965
RAB5B	ENSG00000111540.14	11	7	775	5	6588	0.12234365513054038	0.07822808671065033	0.27302363488182557
SUOX	ENSG00000139531.11	17	3	2014	2	5008	0.3230830670926518	0.18038852913968548	0.38175675675675674
IKZF4	ENSG00000123411.13	13	10	1368	10	6808	0.2817273795534665	0.19061522419186652	0.5419771485345256
RPS26	ENSG00000197728.8	3	4	809	3	1943	0.2053525476067936	0.15990453460620524	0.2398190045248869
ERBB3	ENSG00000065361.13	21	26	6477	23	8658	0.49745899745899747	0.2262532981530343	0.6436189121933878
RP11-603J24.9	ENSG00000257411.1	1	6	952	6	489	1.0	1.0	1.0
PA2G4	ENSG00000170515.12	7	16	1587	10	3795	0.25217391304347825	0.16172680412371135	0.35642201834862386
ZC3H10	ENSG00000135482.5	5	1	1310	2	8464	0.15477315689981097	0.0011952786493351262	0.7351778656126482
ESYT1	ENSG00000139641.11	10	31	3942	29	5494	0.6026574444848926	0.14053254437869822	0.739673635900051
MYL6B	ENSG00000196465.9	11	8	1452	7	3259	0.26020251610923595	0.03932584269662921	0.36786855317206757
MYL6	ENSG00000092841.17	21	7	389	3	4609	0.1054458667823823	0.1398562741846324	0.10048231511254019
SMARCC2	ENSG00000139613.10	15	29	4116	23	8555	0.4059614260666277	0.1608548931383577	0.4343855987477172
RNF41	ENSG00000181852.16	12	7	631	5	6537	0.1716383662230381	0.09430438842203548	0.5211505922165821
NABP2	ENSG00000139579.11	6	6	853	5	2218	0.29711451758340846	0.05436241610738255	0.7939560439560439
SLC39A5	ENSG00000139540.10	11	10	1826	10	2903	0.5304857044436789	0.01232394366197183	0.6586723768736616
ANKRD52	ENSG00000139645.9	4	28	3819	28	8820	0.3713151927437642	0.007509157509157509	0.9625
COQ10A	ENSG00000135469.12	10	6	983	4	3243	0.19796484736355227	0.06919431279620854	0.260054844606947
CS	ENSG00000062485.17	33	14	1746	9	6402	0.16213683223992503	0.20607458669742407	0.1878453038674033
RP11-977G19.10	ENSG00000144785.7	3	8	1323	8	1053	0.7549857549857549	0.022727272727272728	1.0
CNPY2	ENSG00000257727.4	12	6	729	5	2956	0.2625169147496617	0.2187192118226601	0.28851107676455434
PAN2	ENSG00000135473.13	21	25	3977	17	7288	0.3567508232711306	0.019367991845056064	0.4810364250844912
IL23A	ENSG00000110944.7	3	4	590	6	1187	0.4844144903117102	0.016701461377870562	0.8008474576271186
STAT2	ENSG00000170581.12	12	23	3006	20	6109	0.3897528237027337	0.01649746192893401	0.5627376425855514
APOF	ENSG00000175336.9	1	2	1068	2	1715	0.597667638483965	0.06377204884667571	1.0
TIMELESS	ENSG00000111602.10	5	28	3883	24	5818	0.5572361636301134	0.013324450366422385	0.7463516330785267
MIP	ENSG00000135517.6	2	5	1748	5	3348	0.3154121863799283	0.04640883977900553	0.6319895968790638
SPRYD4	ENSG00000176422.12	2	17	101	1	10779	0.05881807217738195	0.05619127360684715	1.0
GLS2	ENSG00000135423.11	17	18	2034	16	4141	0.46534653465346537	0.30390492359932086	0.5295308808639893
RBMS2	ENSG00000076067.10	8	16	1660	14	8805	0.18216922203293584	0.04763860369609856	0.8373333333333334
BAZ2A	ENSG00000076108.10	17	29	6059	28	10918	0.49450448800146546	0.015667949422759758	0.7337912087912087
ATP5B	ENSG00000110955.7	11	10	1690	10	2322	0.689922480620155	0.031746031746031744	0.771539206195547
PTGES3	ENSG00000110958.14	7	8	996	9	3399	0.2218299499852898	0.09274447949526814	0.33498896247240617
NACA	ENSG00000196531.9	21	9	6312	5	10008	0.6155075939248601	0.09662522202486679	0.8356735715278744
PRIM1	ENSG00000198056.12	8	13	1511	12	2437	0.5326220763233483	0.5233644859813084	0.5335132703553757
HSD17B6	ENSG00000025423.10	10	5	974	6	2272	0.47183098591549294	0.12372188139059305	0.7349304482225657
SDR9C7	ENSG00000170426.1	1	4	962	4	1765	0.5365439093484419	0.009685230024213076	1.0
RDH16	ENSG00000139547.7	2	4	656	4	3464	0.2768475750577367	0.0054869684499314125	0.37684583579444775
GPR182	ENSG00000166856.2	3	1	1220	1	3451	0.3535207186322805	0.003573023671281822	1.0
ZBTB39	ENSG00000166860.2	1	1	2144	1	6170	0.3474878444084279	0.0019831432821021317	1.0
TAC3	ENSG00000166863.10	11	9	850	5	1574	0.6982210927573063	0.6571136131013307	0.7654941373534339
MYO1A	ENSG00000166866.11	9	24	5425	27	4438	0.7512392969806219	0.2628797886393659	0.8516707416462918
TMEM194A	ENSG00000166881.8	4	9	1268	9	5708	0.2347582340574632	0.04188245890565188	0.9108129439621152
NAB2	ENSG00000166886.11	5	7	1783	7	3010	0.5488372093023256	0.06514084507042253	0.8420490928495198
STAT6	ENSG00000166888.9	24	23	2911	18	7298	0.33940805700191834	0.14183266932270916	0.44298245614035087
LRP1	ENSG00000123384.12	12	90	14825	89	20839	0.6535342386870772	0.014436958614051972	0.7659406387540909
NXPH4	ENSG00000182379.9	3	3	253	3	2150	0.5013953488372093	0.5015511892450879	0.5
SHMT2	ENSG00000182199.9	35	13	813	5	4838	0.1767259198015709	0.3103286384976526	0.17048710601719197
NDUFA4L2	ENSG00000185633.9	7	4	342	6	2806	0.09800427655024947	0.11815561959654179	0.16147308781869688
STAC3	ENSG00000185482.6	7	12	1228	10	2096	0.7123091603053435	0.602921646746348	0.7736411020104245
RP11-123K3.4	ENSG00000258830.1	1	15	490	3	2107	0.9335548172757475	0.9268929503916449	1.0
R3HDM2	ENSG00000179912.18	15	25	3637	26	6039	0.5371750289783077	0.2640480087288598	0.7369172216936252
INHBC	ENSG00000175189.3	1	2	1069	2	1992	0.5341365461847389	0.008547008547008548	1.0
INHBE	ENSG00000139269.2	4	3	1164	6	3015	0.3747927031509121	0.023558586484810913	0.7788873038516405
GLI1	ENSG00000111087.8	8	11	3470	11	4204	0.7992388201712655	0.0881542699724518	0.8664410309815153
ARHGAP9	ENSG00000123329.16	24	21	2955	16	5127	0.4095962551199532	0.21129326047358835	0.4641350210970464
MARS	ENSG00000166986.11	35	26	3798	19	7028	0.4040978941377348	0.2701863354037267	0.46062717770034844
DDIT3	ENSG00000175197.9	7	2	210	1	1266	0.29778830963665087	0.05993690851735016	1.0
MBD6	ENSG00000166987.13	14	12	3340	10	5646	0.5010626992561105	0.008078231292517007	0.8530661809350334
DCTN2	ENSG00000175203.14	24	18	2046	11	4217	0.2513635285748162	0.1643700787401575	0.2789753202124336
KIF5A	ENSG00000155980.10	3	27	5983	28	6261	0.5254751637118671	0.033357771260997066	0.9054627795075008
PIP4K2C	ENSG00000166908.16	8	10	1388	10	3299	0.3876932403758715	0.007858546168958742	1.0
DTX3	ENSG00000178498.14	9	4	1263	2	4087	0.12307315879618302	0.04017501988862371	0.31977113795295614
ARHGEF25	ENSG00000240771.5	8	17	2287	15	3503	0.5184127890379675	0.1637043966323667	0.6590713671539123
SLC26A10	ENSG00000135502.15	9	17	1912	12	4276	0.4155753040224509	0.22722513089005236	0.7134708205353225
B4GALNT1	ENSG00000135454.12	16	19	2002	6	8003	0.14544545795326752	0.08870034708831469	0.26798561151079137
OS9	ENSG00000135506.14	23	16	2264	10	5169	0.3077964790094796	0.08254963427377221	0.37394042140954226
AGAP2	ENSG00000135439.10	4	18	4324	20	6728	0.5658442330558858	0.020127474002012747	1.0
TSPAN31	ENSG00000135452.8	14	11	1494	5	5385	0.11086350974930362	0.12043991416309013	0.4329580348004094
CDK4	ENSG00000135446.15	15	8	1299	6	3168	0.3128156565656566	0.20978656949505467	0.7023060796645703
MARCH9	ENSG00000139266.5	3	4	1092	3	4005	0.21622971285892634	0.00878293601003764	1.0
CYP27B1	ENSG00000111012.8	7	7	2618	8	3440	0.5296511627906977	0.10433070866141732	0.7093840429929723
METTL1	ENSG00000037897.15	8	8	814	5	2621	0.3819152995040061	0.20144832126398945	0.6306715063520871
METTL21B	ENSG00000123427.14	6	6	664	5	3177	0.2867485048788165	0.15855922762718158	1.0
RP11-571M6.15	ENSG00000257921.4	3	6	686	4	679	1.0	1.0	1.0
TSFM	ENSG00000123297.15	10	12	1750	11	3094	0.5190691661279897	0.35695764909248057	0.9987179487179487
AVIL	ENSG00000135407.9	10	20	2863	18	5889	0.42197317031754117	0.17562254259501967	0.45864221615294576
CTDSP2	ENSG00000175215.8	9	8	1089	8	5442	0.1679529584711503	0.02384393063583815	0.6317829457364341
XRCC6BP1	ENSG00000166896.6	4	6	647	6	1373	0.5433357611070648	0.2951977401129944	0.8537360890302067
LRIG3	ENSG00000139263.10	9	21	3710	18	5893	0.546580688952995	0.20975283901135605	0.6603601550034192
SLC16A7	ENSG00000118596.10	16	9	1630	8	13665	0.13691913648005855	0.043460434604346045	0.9159261790840738
FAM19A2	ENSG00000198673.9	16	8	695	18	9259	0.0784101954854736	0.08528171713300114	0.06592465753424658
USP15	ENSG00000135655.12	19	28	3910	27	19418	0.17040889895972808	0.024799565158309552	0.6263829787234042
MON2	ENSG00000061987.13	13	38	6145	36	16014	0.33970276008492567	0.033352634626519974	0.6981975877490175
PPM1H	ENSG00000111110.10	5	10	1637	13	7063	0.21902874132804756	0.0010392849719393059	0.6847246891651865
AVPR1A	ENSG00000166148.3	2	3	1267	2	5963	0.17994298172061043	0.021873009131450415	1.0
DPY19L2	ENSG00000177990.10	9	24	3411	24	5646	0.44172865745660644	0.08450704225352113	0.7085396039603961
TMEM5	ENSG00000118600.10	8	7	1501	7	7804	0.12993336750384418	0.39368671828469326	0.16927763272410792
SRGAP1	ENSG00000196935.7	7	23	3827	21	26641	0.11786344356443076	0.00441840838008241	0.4695290858725762
C12orf66	ENSG00000174206.11	5	4	1454	4	5999	0.2390398399733289	0.006116956202593589	0.7369246861924686
C12orf56	ENSG00000185306.11	7	13	2191	14	5504	0.32848837209302323	0.0016388069485414618	0.7350183448838158
XPOT	ENSG00000184575.10	6	24	3531	23	7364	0.3848451928299837	0.014787878787878787	0.8561284347020686
TBK1	ENSG00000183735.8	8	20	2808	19	4762	0.4556908861822764	0.049867021276595744	0.6430325352977286
RASSF3	ENSG00000153179.10	4	5	587	5	3705	0.19487179487179487	0.05299145299145299	0.7269230769230769
GNS	ENSG00000135677.9	9	15	3213	15	6284	0.33004455760662	0.03934426229508197	0.7355182926829268
TBC1D30	ENSG00000111490.11	6	16	3038	15	8648	0.29451896392229415	0.018823130405290826	0.8854545454545455
WIF1	ENSG00000156076.8	3	10	1250	10	2368	0.484375	0.007266121707538601	0.898973954222573
LEMD3	ENSG00000174106.2	6	11	4122	12	5562	0.5399137001078749	0.03938946331856229	0.827810818465024
MSRB3	ENSG00000174099.9	12	8	1133	8	5791	0.17233638404420654	0.083991683991684	0.6055045871559633
HMGA2	ENSG00000149948.12	11	12	1205	7	15403	0.08076348763227943	0.04562109346935843	0.41037735849056606
LLPH	ENSG00000139233.5	2	2	400	2	7993	0.049418240960840736	0.001051801209571391	1.0
RP11-745O10.4	ENSG00000228144.2	1	8	926	6	984	0.9949186991869918	0.9895833333333334	1.0
TMBIM4	ENSG00000155957.15	13	9	1013	11	4137	0.27314479091128835	0.16370681304488213	0.5990384615384615
IRAK3	ENSG00000090376.7	3	12	3277	13	10004	0.21021591363454617	0.02094175960346964	1.0
HELB	ENSG00000127311.8	6	14	3551	12	13796	0.2397071614960858	0.016591096455070075	0.7688172043010753
GRIP1	ENSG00000155974.10	17	26	5892	26	6379	0.5808120395046246	0.161337743476663	0.8928376161837069
CAND1	ENSG00000111530.11	8	15	4040	16	13655	0.2834859025997803	0.009847241509910365	0.6614928496686432
DYRK2	ENSG00000127334.10	6	4	1958	4	9494	0.2160311775858437	0.0220125786163522	0.8665137614678899
IFNG	ENSG00000111537.4	1	4	548	4	1218	0.4154351395730706	0.011111111111111112	1.0
IL26	ENSG00000111536.4	1	5	619	5	1075	0.4883720930232558	0.021352313167259787	1.0
IL22	ENSG00000127318.9	2	5	643	5	1178	0.4702886247877759	0.0265210608424337	1.0
MDM1	ENSG00000111554.13	15	18	2805	14	6549	0.2853870819972515	0.17767295597484276	0.3113511464847451
RAP1B	ENSG00000127314.16	33	7	886	6	16942	0.05158777003895644	0.020075282308657464	0.230841560883874
NUP107	ENSG00000111581.8	13	28	3451	27	8320	0.3484375	0.04193138500635324	0.6232611174458381
SLC35E3	ENSG00000175782.9	5	7	1237	7	19501	0.06174042356802215	0.00047472110135295516	0.4514911287278218
MDM2	ENSG00000135679.20	36	14	1430	11	13273	0.14563399382204475	0.06530922608989523	0.8072372999304106
CPM	ENSG00000135678.10	13	9	1425	11	7535	0.18898473788984738	0.01583911728065492	0.6967640918580376
CPSF6	ENSG00000111605.15	7	13	2135	11	7190	0.25897079276773294	0.029779630732578916	0.7951695308871343
LYZ	ENSG00000090382.5	3	4	887	4	1764	0.3565759637188209	0.13292589763177998	1.0
YEATS4	ENSG00000127337.5	5	8	938	7	1714	0.48774795799299886	0.08794788273615635	0.9520807061790668
FRS2	ENSG00000166225.7	11	5	1609	5	7242	0.2136150234741784	0.011799410029498525	1.0
CCT2	ENSG00000166226.11	14	16	1815	14	4322	0.3968070337806571	0.2561881188118812	0.42914058053500287
LRRC10	ENSG00000198812.4	1	1	839	1	2599	0.32281646787225854	0.004524886877828055	1.0
BEST3	ENSG00000127325.17	12	12	2324	12	6863	0.3392102579047064	0.032250580046403715	0.8574226400313357
RAB3IP	ENSG00000127328.20	18	11	1662	9	12612	0.13209641611163972	0.012946859903381642	0.6772767462422635
AC025263.3	ENSG00000258052.1	1	5	480	4	548	0.6587591240875912	0.415625	1.0
MYRFL	ENSG00000166268.9	5	26	3134	26	3524	0.7849035187287173	0.10472541507024266	0.9959868661072602
CNOT2	ENSG00000111596.10	43	19	2340	16	13993	0.12477667405131138	0.02803129074315515	0.20020364006618302
AC092881.1	ENSG00000279530.1	1	0	0	1	2598	0.0	0.0	0.0
KCNMB4	ENSG00000135643.4	2	4	575	3	4874	0.14156750102585144	0.050385837494325916	1.0
PTPRB	ENSG00000127329.13	12	36	7223	34	14542	0.47751340943474074	0.024048706240487064	0.8511038635223281
PTPRR	ENSG00000153233.11	11	18	2623	16	5142	0.4371839751069623	0.07574304889741132	0.6835732984293194
TSPAN8	ENSG00000127324.7	7	9	1097	12	2519	0.3314807463279079	0.04323827046918123	0.5502793296089385
LGR5	ENSG00000139292.11	6	18	3317	19	5251	0.5419920015235193	0.0417989417989418	0.8232668848556977
ZFC3H1	ENSG00000133858.14	12	36	6518	34	9670	0.5609100310237849	0.15085995085995085	0.7360838244924689
THAP2	ENSG00000173451.5	4	5	828	4	6527	0.20147081354374138	0.10762020482555112	1.0
RP11-293I14.2	ENSG00000258064.1	1	5	320	2	771	1.0	1.0	1.0
TMEM19	ENSG00000139291.12	6	7	1160	6	6488	0.17355117139334156	0.013068286397938524	1.0
RAB21	ENSG00000080371.5	4	7	1085	7	16036	0.04888999750561237	0.0019501042297088292	0.648068669527897
TBC1D15	ENSG00000121749.14	17	21	2609	22	8227	0.2931809894250638	0.07555066079295154	0.5611608353675075
TPH2	ENSG00000139287.11	6	12	2753	24	6929	0.24837638908933468	0.11910112359550562	0.26742838218248055
TRHDE	ENSG00000072657.7	7	19	3548	27	11950	0.2589958158995816	0.0026106252447461167	0.7169503380741432
ATXN7L3B	ENSG00000253719.3	1	1	296	1	7604	0.0389268805891636	0.0006837139340899768	1.0
KCNC2	ENSG00000166006.11	9	7	2087	8	6368	0.3129711055276382	0.03392726385159873	0.8753852928225452
CAPS2	ENSG00000180881.18	14	22	2512	25	6689	0.3230677231275228	0.1331893448524118	0.45793914599846586
GLIPR1L1	ENSG00000173401.8	4	7	1114	7	1384	0.6394508670520231	0.15104166666666666	0.9876237623762376
GLIPR1L2	ENSG00000180481.9	4	7	1054	5	3790	0.3232189973614776	0.11643127798828798	1.0
GLIPR1	ENSG00000139278.8	4	10	750	5	6273	0.12067591264147935	0.01200071646068422	1.0
KRR1	ENSG00000111615.11	6	13	1274	8	10749	0.08093776165224673	0.024857017157941048	0.4446564885496183
PHLDA1	ENSG00000139289.12	3	1	1211	1	8069	0.1500805552113025	0.041107382550335574	1.0
NAP1L1	ENSG00000187109.12	27	18	2195	13	17355	0.08948429847306252	0.008383422967415375	0.30715347060072173
BBS10	ENSG00000179941.6	1	2	2378	2	3595	0.6328233657858137	0.07433380084151472	1.0
OSBPL8	ENSG00000091039.15	18	25	3279	24	9198	0.32311372037399433	0.023255813953488372	0.7529100529100529
ZDHHC17	ENSG00000186908.13	16	22	2884	23	8801	0.26758322917850247	0.06581306017925737	0.42830882352941174
CSRP2	ENSG00000175183.8	7	6	836	4	5877	0.08371618172537008	0.05141388174807198	0.08600583090379009
E2F7	ENSG00000165891.14	7	13	2956	13	6303	0.44550214183722037	0.04639653572533251	0.865472312703583
NAV3	ENSG00000067798.12	14	41	8313	43	11153	0.6385725813682417	0.002622091117666339	0.8780548012836337
SYT1	ENSG00000067715.12	12	9	1481	11	6494	0.2048044348629504	0.0016184503338053813	0.8523533204384268
